resultPosition,trapNumber,raceTime,raceDate,raceId,raceNumber,raceClass,raceDistance,meetingId,trackName,dogId,dogName,dogSire,dogDam,trainerName,ownerName
1,2,20:59:00,01/08/2024,1058115,11,OR3,500.0,414691,Hove,643498,Missile One,Broadstrand Bono,Conquering Queen,S A Cahill,"Mr D Walsh,mr V J Walsh"
1,3,20:54:00,01/08/2024,1058236,9,A4,480.0,414699,Newcastle,642406,Vics Beth,Ballymac Best,Vics Vicky,J J Fenwick,"Mr J J Fenwick,mr S Varty"
1,2,20:52:00,01/08/2024,1058281,10,D1,260.0,414705,Valley,632577,Cascade Tess,Newhall Missile,Rathmeehan Cragg,L Williams,Mrs J Barclay
1,3,20:47:00,01/08/2024,1058370,10,A4,480.0,414733,Monmore,644115,Vixons Promise,Malachi,Pennys Lauren,J B Thompson,Vixon Contracts Ltd
1,2,20:44:00,01/08/2024,1058067,8,A8,476.0,414687,Swindon,621815,Outback Tess,Laughil Blake,Farran Marble,P T Maynard,Mr P T Maynard
1,1,20:41:00,01/08/2024,1058114,10,OR3,500.0,414691,Hove,644303,Pocket Gun,Droopys Sydney,Leevalley Dancer,P J Browne,"Mr P Price,mr R Price"
1,6,20:36:00,01/08/2024,1058235,8,HP,480.0,414699,Newcastle,581555,Quivers Maria,Droopys Sydney,Quivershillcroft,E Y Bell,Mr L Race
1,6,20:34:00,01/08/2024,1058280,9,A1,460.0,414705,Valley,633673,Roanna Jack,Good News,Roanna Bess,L Williams,Mrs J Barclay
1,5,20:31:00,01/08/2024,1058369,9,A5,480.0,414733,Monmore,635841,Elderberry Fire,Ice On Fire,Trubbys Jacq,P I Cowdrill,Mrs P I Cowdrill
1,5,20:28:00,01/08/2024,1058066,7,A5,476.0,414687,Swindon,641443,Mendip Sally,Burgess Bucks,Bower Deise,P T Maynard,Mr D Slade
1,6,20:24:00,01/08/2024,1058113,9,OR,500.0,414691,Hove,639790,Gingers Shelby,Good News,Magical Gem,P J Browne,Mr A P Lucas
1,4,20:19:00,01/08/2024,1058234,7,A5,480.0,414699,Newcastle,642962,Woo Hoos Hugo,Dorotas Woo Hoo,Pippys Jet,J J Fenwick,Mr J J Fenwick
1,3,20:16:00,01/08/2024,1058279,8,D1,260.0,414705,Valley,629745,Move The Mouse,Premier Fantasy,Quare Day,D S Davy,Mrs M B Hughes
1,5,20:13:00,01/08/2024,1058368,8,A6,480.0,414733,Monmore,642744,Alien Dream,Pestana,Alien Queenie,R Taberner,"Mr K Knowles,mr R Taberner"
1,6,20:11:00,01/08/2024,1058065,6,OR,476.0,414687,Swindon,638928,Baggios Diva,Magical Bale,Myahs Friend,F Bryce,Bryce Racing Club
1,2,20:07:00,01/08/2024,1058112,8,OR,695.0,414691,Hove,635098,Join In,Droopys Sydney,Miles Of Smiles,S A Cahill,South North And East Lads
1,2,20:01:00,01/08/2024,1058233,6,HP,480.0,414699,Newcastle,634857,Watermill Tink,Broadstrand Bono,Black Long Bow,D Alcorn,Mr D Alcorn
1,3,19:58:00,01/08/2024,1058278,7,A3,460.0,414705,Valley,637138,Swift Woozy,Dromana Bucko,Swift Zana,L Williams,Mr W D Braithwaite
1,2,19:56:00,01/08/2024,1058367,7,S3,630.0,414733,Monmore,632672,Sugar Girl Katie,Slippy Cian,Adimac,C S Fereday,Mr J E Collins
1,5,19:53:00,01/08/2024,1058064,5,OR,476.0,414687,Swindon,634421,Baggios Intent,Droopys Sydney,Zola Princess,F Bryce,Bryce Racing Club
1,3,19:49:00,01/08/2024,1058111,7,A8,500.0,414691,Hove,631587,Taylors Pumpkin,Newinn Taylor,Riverside Honey,J J Heath,Mr C J Grainger
1,4,19:44:00,01/08/2024,1058232,5,A2,480.0,414699,Newcastle,619611,Maxi On Fire,Ice On Fire,La Linea,J J Fenwick,"Mr A W Brealey,mr J J Fenwick"
1,3,19:42:00,01/08/2024,1058277,6,A2,460.0,414705,Valley,636383,Lightfoot Joann,Clona Blaze,Droopys Knox,S A Howard,Mr C W Mortimer
1,4,19:39:00,01/08/2024,1058366,6,A9,480.0,414733,Monmore,622701,Millbank Silver,Ballymac Vic,Dorotas Irena,C D Marston,"Mr D I Cartwright,mr A Yorke"
1,2,19:36:00,01/08/2024,1058063,4,A4,476.0,414687,Swindon,629667,Ashway Dusty,Pestana,Songtime,A G Rawlings,Mr A G Rawlings
1,1,19:33:00,01/08/2024,1058110,6,OR,285.0,414691,Hove,638237,Riverside Ava,Kinloch Brae,Slippery Thelma,P J Browne,"Mr A Alford,ms L Williams"
1,1,19:27:00,01/08/2024,1058231,4,A7,480.0,414699,Newcastle,621784,Ballymena Bullet,Keybow,Ellies Ocean,S Roberts,Mr C Hudson
1,4,19:24:00,01/08/2024,1058276,5,D2,260.0,414705,Valley,634993,Jackals Lucy,Good News,Repeat After Me,L Williams,"Mr E D Eccleston,mr R J Williams"
1,5,19:22:00,01/08/2024,1058365,5,S1,630.0,414733,Monmore,636971,Bruin,Out Of Range ASB,Beaming Brae,P A Curtin,Mr P R Chatfield
1,6,19:18:00,01/08/2024,1058062,3,A3,476.0,414687,Swindon,633367,Westway Zoro,Droopys Sydney,Attention Seeker,S M Johnson,"Miss S M Johnson,mr J D Scofield"
1,5,19:16:00,01/08/2024,1058109,5,OR,500.0,414691,Hove,631220,Droopys Elk,Broadstrand Bono,Droopys Saga,J T Kingsley,"Mr C Boles,mrs V J Morris"
1,3,19:11:00,01/08/2024,1058230,3,A1,480.0,414699,Newcastle,629952,Moanteen Webby,Droopys Sydney,Moanteen Golden,A Harrison,"Mr T W Camsell,mr F G W Ellison,mr J Hardman,mr R Lindsay"
1,5,19:06:00,01/08/2024,1058364,4,D4,264.0,414733,Monmore,635727,Velvet Mini,Deerjet Sydney,Velvet Nannykate,P A Curtin,Mr T G Pickering
1,4,19:04:00,01/08/2024,1058275,4,A1,460.0,414705,Valley,623185,Olivetree Puffo,Troy Bella,Ionic Hotspot,D S Davy,Mr S A Hutchinson
1,5,19:01:00,01/08/2024,1058061,2,D4,262.0,414687,Swindon,620135,Catunda Scally,Skywalker Farloe,Cabra Diva,P T Maynard,Mr P T Maynard
1,6,18:59:00,01/08/2024,1058108,4,A6,500.0,414691,Hove,588998,Sleepy Jane,Ballymac Best,Typical Flyer,B S Green,Auntie Josie Eighty Five
1,5,18:53:00,01/08/2024,1058229,2,A8,480.0,414699,Newcastle,533903,Aislings Azza,Azza Azza Azza,Tip Top Dancer,P Rutherford,Mr L Bridges
1,1,18:48:00,01/08/2024,1058363,3,D3,264.0,414733,Monmore,553666,Lovers Phantom,Laughil Blake,Orange Theresa,C D Marston,Mo Cara Racing
1,5,18:46:00,01/08/2024,1058274,3,D4,260.0,414705,Valley,642828,Antons Anna,Ballymac Anton,Silver Solution,L Williams,Mrs J Barclay
1,6,18:44:00,01/08/2024,1058060,1,A6,476.0,414687,Swindon,632848,Ballyregan Niamh,Dorotas Wildcat,Kildallon Pearl,P T Maynard,Mr P T Maynard
1,3,18:42:00,01/08/2024,1058107,3,A5,500.0,414691,Hove,627730,Slippy Queen,Kinloch Brae,El Nora,S Maplesden,The Pink Pigeon Syndicate
1,6,18:37:00,01/08/2024,1058228,1,A3,480.0,414699,Newcastle,626211,Kilara Athena,Pestana,Kilara Diamond,E Y Bell,Mr R Hardcastle
1,2,18:31:00,01/08/2024,1058362,2,A10,480.0,414733,Monmore,621681,Final Shot,Laughil Blake,Hannah Pearl,P A Curtin,Mr D T Walker
1,4,18:29:00,01/08/2024,1058273,2,A4,460.0,414705,Valley,631300,Hopes Queen,Cushie Jet,Cill Dubh Hope,L Williams,Mrs J Barclay
1,1,18:26:00,01/08/2024,1058106,2,D2,285.0,414691,Hove,552063,Soul Rebel,Makeshift,Scissors,S Maplesden,"Mr D Fairminer,mr S Maplesden"
1,6,18:14:00,01/08/2024,1058361,1,A8,480.0,414733,Monmore,599913,Twos Tricky,Eden The Kid,Hello Alexus,G M Smith,Mr N Chapman
1,3,18:11:00,01/08/2024,1058272,1,D3,260.0,414705,Valley,645001,Cill Dubh Minnie,Burgess Bucks,Cill Dubh Hope,D S Davy,Mrs J Barclay
1,6,18:08:00,01/08/2024,1058105,1,A2,500.0,414691,Hove,626782,Ingrids Wish,Out Of Range ASB,Market Glory,C Gardiner,Mr S G Collins
1,5,18:02:00,01/08/2024,1058301,12,A4,462.0,414722,Kinsley,626303,Vintner,Broadstrand Bono,Swift Cigarette,M N May,Mr J Williams
1,6,17:56:00,01/08/2024,1058215,12,D4,275.0,414689,Perry Barr,589167,Ridgemount Lucky,Droopys Sydney,Ridgemount Hot,S A Aveline,Mr M R Aveline
1,3,17:49:00,01/08/2024,1058336,12,A4,380.0,414730,Crayford,630604,Swift Rally,Droopys Sydney,Swift Magnetic,J M Liles,"Mr C Creighton,mr G Griffiths"
1,1,17:43:00,01/08/2024,1058300,11,A8,462.0,414722,Kinsley,633092,Burrow Wild,Ballymac Wild,Monochrome Lady,P Miller,Little Bag Of Sweets
1,1,17:37:00,01/08/2024,1058214,11,A8,480.0,414689,Perry Barr,585077,Snooty Katie,Dorotas Wildcat,Snooty Mary,C A Williams,Williams Racing
1,5,17:31:00,01/08/2024,1058335,11,H2,380.0,414730,Crayford,604780,Jaxx Hells Angel,Droopys Biker,Sophisticatedjax,B D O'sullivan,Mr R Peckham
1,5,17:24:00,01/08/2024,1058299,10,D4,268.0,414722,Kinsley,642778,Burgess Lana,Pestana,Barnfield Madam,W M Lyons,The Declan And Liam Syndicate
1,2,17:18:00,01/08/2024,1058213,10,A5,480.0,414689,Perry Barr,622808,Roaring Lioness,Laughil Blake,Ascot Grace,P A Holder,Mrs T R Gorman
1,2,17:12:00,01/08/2024,1058334,10,A6,380.0,414730,Crayford,636368,Moaning Empress,Burgess Bucks,Droopys Sim,D B Whitton,"Mr D D Perkins,mr J W Wales"
1,6,17:06:00,01/08/2024,1058298,9,A6,462.0,414722,Kinsley,637322,Da Man Billy,Burgess Bucks,Bull Run Kite,M N May,Mr J Williams
1,4,16:59:00,01/08/2024,1058212,9,A4,480.0,414689,Perry Barr,585480,Snooty Rose,Dorotas Wildcat,Snooty Mary,C A Williams,Williams Racing
1,2,16:53:00,01/08/2024,1058333,9,A10,380.0,414730,Crayford,642590,Bombay Boss,Ballymac Best,Aayamza Royale,R M Emery,"Mr R M Emery,mrs T B Emery"
1,3,16:47:00,01/08/2024,1058297,8,A5,462.0,414722,Kinsley,612878,Elusive Mischief,Dorotas Wildcat,Trade Dotty,W M Lyons,Miss B J Webb
1,2,16:41:00,01/08/2024,1058211,8,A4,480.0,414689,Perry Barr,633847,Lynnia Storm,Ballymac Best,Oakfield Madison,M T Field,"Mr J G Fowell,mr S T Jenkins"
1,2,16:34:00,01/08/2024,1058332,8,A7,380.0,414730,Crayford,635118,Moaning Duchess,Burgess Bucks,Droopys Sim,D B Whitton,"Mr D D Perkins,mr J W Wales"
1,6,16:28:00,01/08/2024,1058296,7,D2,268.0,414722,Kinsley,633081,Stonepark Zulu,Ballymac Best,Ballyverry Sarah,D E Fradgley,Mr D E Fradgley
1,2,16:22:00,01/08/2024,1058210,7,D3,275.0,414689,Perry Barr,633942,Swift Zebu,Droopys Sydney,Swift Paradox,J R Hall,Shortwood Boys Syndicate
1,1,16:16:00,01/08/2024,1058331,7,S1,540.0,414730,Crayford,630681,Jimonfaya,Superior Panama,Cabra Skylar,R M Emery,"Mr R M Emery,mrs T B Emery"
1,5,16:09:00,01/08/2024,1058295,6,HP,462.0,414722,Kinsley,633863,Sleepy Bale,Magical Bale,Sleepy Doireann,P Miller,Bigger Bag Of Sweets Syndicate
1,4,16:03:00,01/08/2024,1058209,6,A2,480.0,414689,Perry Barr,636401,Shortwood Cloud,Tyrur Big Mike,Flyhigh Ollyhaz,J R Hall,Shortwood Boys Syndicate
1,5,15:57:00,01/08/2024,1058330,6,H1,380.0,414730,Crayford,619892,Ashwood Pestana,Pestana,Laughil Amy,B D O'sullivan,"Miss R M Resnick,mr A W Shaves"
1,6,15:51:00,01/08/2024,1058294,5,A6,462.0,414722,Kinsley,599954,Ashville Bucko,Burgess Bucks,Our Blue Velvet,P Taylor,Mr P Taylor
1,4,15:44:00,01/08/2024,1058208,5,D2,275.0,414689,Perry Barr,637228,Headford Misty,Dromana Bucko,Headford Honey,J R Hall,Shortwood Boys Syndicate
1,2,15:38:00,01/08/2024,1058329,5,A7,380.0,414730,Crayford,622129,Moaning Dolce,Droopys Sydney,Azzurri Mocha,D B Whitton,Mr D D Perkins
1,6,15:32:00,01/08/2024,1058293,4,D3,268.0,414722,Kinsley,636703,Scullys Eddie,Skywalker Luke,Diegos Sophia,D W Wright,Mr D W Wright
1,1,15:26:00,01/08/2024,1058207,4,HP,480.0,414689,Perry Barr,627301,Dispensation,Broadstrand Bono,Outallday,N P Ralph Jnr,Mr P S Blunt
1,2,15:19:00,01/08/2024,1058328,4,A9,380.0,414730,Crayford,642591,Bombay Coco,Malachi,Singalong Coco,R M Emery,"Mr R M Emery,mrs T B Emery"
1,2,15:13:00,01/08/2024,1058292,3,A5,462.0,414722,Kinsley,628657,Tuxedo Twlight,Lenson Bocko,Latecia,W M Lyons,Miss B J Webb
1,3,15:07:00,01/08/2024,1058206,3,S2,660.0,414689,Perry Barr,639168,Tan And Lashes,Kinloch Brae,Slippery Thelma,J Blunt,Miss E J Blunt
1,2,15:01:00,01/08/2024,1058327,3,A5,380.0,414730,Crayford,638459,Moaning Mccoist,Confident Rankin,Newhall Patch,D B Whitton,"Mr C A Hunter,mr D D Perkins,mr J W Wales"
1,5,14:54:00,01/08/2024,1058291,2,A7,462.0,414722,Kinsley,621858,Rattling Jen,Lenson Bocko,Nitro Jen,P Miller,Cheaper Bag Of Sweets
1,4,14:48:00,01/08/2024,1058205,2,A2,480.0,414689,Perry Barr,624102,On The Tail,Droopys Sydney,Oldburrin Diva,J P Lambe,"Mr J P Lambe,mr M R Williams"
1,3,14:41:00,01/08/2024,1058326,2,A8,380.0,414730,Crayford,644595,Rossa Annie,Dorotas Wildcat,Miss Mini Magic,B D O'sullivan,"Mr K J Clarke,mr S J Clarke"
1,3,14:36:00,01/08/2024,1058290,1,D3,268.0,414722,Kinsley,604786,Knockmant Salah,Droopys Sydney,Knockmant Ava,M N May,Mrs D L Cross
1,5,14:29:00,01/08/2024,1058204,1,A3,480.0,414689,Perry Barr,592241,Ferndale Glory,Skywalker Puma,Tuckeys Timer,P A Holder,Mr P A Holder
1,6,14:23:00,01/08/2024,1058325,1,A3,380.0,414730,Crayford,636436,Choices Peggy,Pestana,Moanteen Izzy,J M Liles,First Choice Drainage Solutions
1,6,14:14:00,01/08/2024,1058007,12,A7,500.0,414677,Nottingham,626325,Lexis Ironman,Magical Bale,Magical Wish,D Blackbird,Mr D Blackbird
1,2,14:11:00,01/08/2024,1058592,14,IT,450.0,414703,Oxford,637925,Savana Eliza,Broadstrand Bono,Crossfield Lucy,J M Ray,Mr K A Boothby
1,5,14:07:00,01/08/2024,1058406,12,A6,500.0,414738,Sheffield,591710,Ballymac Casey,Ballymac Bolger,Droopys Casey,M A P O'donnell,Mr M A P O'donnell
1,6,13:59:00,01/08/2024,1058006,11,A4,500.0,414677,Nottingham,628477,Townsend Tyson,Farloe Rumble,Townsend Carol,D Blackbird,Mr D Blackbird
1,4,13:54:00,01/08/2024,1058591,13,A7,450.0,414703,Oxford,632562,Savana Blondie,Pestana,Martinstown Zip,T J Nevin,Mr K A Boothby
1,6,13:51:00,01/08/2024,1058405,11,A3,500.0,414738,Sheffield,639193,Holding Harry,Droopys Addition,Nah Then Bella,P Webster,Mr G J Shepherd
1,1,13:42:00,01/08/2024,1058005,10,A8,500.0,414677,Nottingham,549205,Roddicks Blue,Droopys Roddick,Areyouwithme,A S Mcpherson,Ms M Oxberry
1,3,13:37:00,01/08/2024,1058590,12,IT,450.0,414703,Oxford,641646,Swift Jordana,Broadstrand Bono,Swift Angel,J M Ray,Mr M Lewis
1,4,13:33:00,01/08/2024,1058404,10,A4,500.0,414738,Sheffield,605843,Darver Mineola,Laughil Blake,Mineola Renegade,J M Walton,Miss K A Walton
1,4,13:26:00,01/08/2024,1058004,9,D4,305.0,414677,Nottingham,632506,Marco Mcrow,Panda Blue,Maysspecialtiara,C N Wilton,"Mr I Mccormick,mr M R Rowton,mrs S A Rowton"
1,3,13:19:00,01/08/2024,1058589,11,A6,450.0,414703,Oxford,604824,Pincher Mac,Dorotas Wildcat,Diegos Roxy,N J Deas,Mr N J Deas
1,4,13:17:00,01/08/2024,1058403,9,D2,280.0,414738,Sheffield,621983,Deacon Destroyer,Ballymac Vic,Droopys Essie,T D Coote,Mr T D Coote
1,2,13:08:00,01/08/2024,1058003,8,A3,500.0,414677,Nottingham,640408,Loxleys Forest,Pestana,Lemon Juliet,J Gray,Robin Hood Racing
1,3,13:03:00,01/08/2024,1058271,10,IT,450.0,414703,Oxford,635154,Savana Tala,Droopys Sydney,Sidarian Pearl,T J Nevin,Mr K A Boothby
1,4,12:59:00,01/08/2024,1058402,8,A5,500.0,414738,Sheffield,644646,Da Ideal Girl,Ballymac Anton,Sizzling Daisy,K Hodson,Miss C L Gennard
1,4,12:51:00,01/08/2024,1058002,7,HP,500.0,414677,Nottingham,593388,Good Ruler,Good News,Priceless Dancer,S W Deakin,Mr S W Deakin
1,2,12:46:00,01/08/2024,1058270,9,D3,253.0,414703,Oxford,643261,Smokes,Jacob Tashadelek,Monleek Ohio,T Kibble,T K. Racing
1,2,12:42:00,01/08/2024,1058401,7,D3,280.0,414738,Sheffield,639811,Magna Chloe,Droopys Addition,Tarsna Atalanta,B Draper,Miss R A Draper
1,5,12:34:00,01/08/2024,1058001,6,HP,500.0,414677,Nottingham,610336,Thistlecrack Boy,Ballymac Anton,Maysthistlecrack,E Saville,"Mr E A Blowers,mr P I Jones"
1,1,12:29:00,01/08/2024,1058269,8,IT,450.0,414703,Oxford,642421,Omnivert,Skywalker Canny,Blackwalk Joanne,J M Ray,Mr M Lewis
1,6,12:26:00,01/08/2024,1058400,6,HP,500.0,414738,Sheffield,632200,Swift Saga,Pestana,Swift Precious,T Bedford,Mr M Edmonds
1,3,12:18:00,01/08/2024,1058000,5,HP,500.0,414677,Nottingham,622725,Trying As Always,Farloe Rumble,Anitas Lady,D Blackbird,Mr D Blackbird
1,4,12:12:00,01/08/2024,1058268,7,D1,253.0,414703,Oxford,636665,Cricket Branch,Ballymac Bolger,Ring Percilla,A Welch,Mr A Welch
1,1,12:09:00,01/08/2024,1058399,5,A2,500.0,414738,Sheffield,605834,Slaneyside Frend,Jaytee Jet,Bricken Brett,B Draper,Miss R A Draper
1,2,12:01:00,01/08/2024,1057999,4,A6,500.0,414677,Nottingham,619533,Berties Lad,Droopys Sydney,Amys Vic,D Blackbird,Mr P Whitfield
1,2,11:54:00,01/08/2024,1058267,6,IT,253.0,414703,Oxford,635580,Savana Nastie,Ballymac Bolger,Affleck Macy,T J Nevin,Mr K A Boothby
1,5,11:52:00,01/08/2024,1058398,4,A7,500.0,414738,Sheffield,632104,Veronicasfantasy,Magical Bale,Clever Airmount,J R Smith,Mr S Mcfall
1,6,11:43:00,01/08/2024,1057998,3,A2,500.0,414677,Nottingham,621391,Kind Cian,Slippy Cian,Ballinakill Clare,J Llewellin,Miss J Llewellin
1,5,11:38:00,01/08/2024,1058266,5,A1,450.0,414703,Oxford,591499,Stefans Jet,Great Blue Shark,Coolavanny Muir,C D Hamblin,Mr C R M Gallimore
1,6,11:34:00,01/08/2024,1058397,3,A6,500.0,414738,Sheffield,605270,Rosehill Bubbles,Tarsna Havana,Shesashowoff,P D Sanderson,Mr G J Shepherd
1,2,11:27:00,01/08/2024,1057997,2,A9,500.0,414677,Nottingham,634218,Sunshine Beauty,Broadstrand Bono,Kiltippin Jess,S W Deakin,Mr S W Deakin
1,1,11:21:00,01/08/2024,1058265,4,D3,253.0,414703,Oxford,547064,Blonnys Star,Ballymac Best,Springwell Eva,T Kibble,Miss S Kokotka
1,4,11:18:00,01/08/2024,1058396,2,D4,280.0,414738,Sheffield,643231,Glengar Mickey,Brett Lee,Ballymac Petsy,J M Walton,Miss K A Walton
1,4,11:09:00,01/08/2024,1057996,1,A4,500.0,414677,Nottingham,629623,Frosties Duchess,Pestana,Palatine Diva,C N Wilton,"Mr W Kellogg,mrs H Lakin-kellogg"
1,2,11:04:00,01/08/2024,1058264,3,IT,253.0,414703,Oxford,629801,Savana Lake,Good News,Allanghaun Lough,J M Ray,Mr K A Boothby
1,2,11:01:00,01/08/2024,1058395,1,A4,500.0,414738,Sheffield,605838,Groovy Ella,Ballymac Best,Zari Class,M A P O'donnell,Mr M Bradley
1,5,10:48:00,01/08/2024,1058263,2,A3,450.0,414703,Oxford,621305,Jurassic Lady,Droopys Sydney,Got The Edge,K Dodington,Mr L K R Riggs
1,3,10:32:00,01/08/2024,1058262,1,A7,450.0,414703,Oxford,624249,Burrow Fleur,Tarsna Havana,Monochrome Lady,A Welch,Mr D Rusher
1,3,,01/08/2024,1059122,2,T3,260.0,414804,Valley,645497,Jackies Princess,Broadstrand Bono,Alien Dawning,D S Davy,Mr M D Tams
1,6,,01/08/2024,1059167,11,T2,500.0,414894,Hove,590871,Havana Lover,Laughil Blake,Love Honey,E Mcnair,K S S. Syndicate
1,2,,01/08/2024,1059166,10,T1,500.0,414894,Hove,644949,Tomahurra Winter,Droopys Sydney,Tomahurra Star,B S Green,Mr G R Whittington
1,5,,01/08/2024,1059165,9,T3,500.0,414894,Hove,591515,Sharp Bobby,Droopys Buick,Ballinakil Biddy,S A Cahill,Sharp Lads
1,2,,01/08/2024,1059164,8,T1,500.0,414894,Hove,626102,Glengar Global,Droopys Sydney,Bobsleigh Jet,R P Rees,Mr G M Laming
1,3,,01/08/2024,1059163,7,T1,500.0,414894,Hove,624816,Im Justa Bigboy,Ballymac Vic,Tidy Up Sandy,C Gardiner,Mrs J Rawlings
1,4,,01/08/2024,1059162,6,T3,500.0,414894,Hove,645142,Magical Tessa,,,,
1,3,,01/08/2024,1059161,5,T2,500.0,414894,Hove,622368,Havana Top Note,Eden The Kid,Mean Beauty,E Mcnair,K S S. Syndicate
1,3,,01/08/2024,1059160,4,T1,500.0,414894,Hove,640482,Antigua Mario,Burgess Bucks,Smell The Cookie,J J Heath,Mrs A J Jeal
1,2,,01/08/2024,1059159,3,T1,285.0,414894,Hove,642487,Hogans Hawk,,,,
1,4,,01/08/2024,1059158,2,T1,285.0,414894,Hove,645492,Lupi Lopez,,,,
1,2,,01/08/2024,1059157,1,T2,240.0,414894,Hove,628957,Queen Georgia,Droopys Sydney,Queen Jessiej,E Mcnair,K S S. Syndicate
1,2,,01/08/2024,1059156,11,T1,290.0,414735,Newcastle,635437,Emers Maggie,Bogger Scooby,Bogger Realta,P Singlewood,Mr P Singlewood
1,1,,01/08/2024,1059155,10,T1,290.0,414735,Newcastle,638966,Bramble Emee,,,,
1,4,,01/08/2024,1059154,9,T1,290.0,414735,Newcastle,635573,Wraysbury River,Confident Rankin,Wraysbury Dream,P Rutherford,"Mr G Dale,mr P Rutherford"
1,4,,01/08/2024,1059153,8,T1,290.0,414735,Newcastle,625119,Oaktree Gambler,Good News,Emmas Dream,P Singlewood,Mr P Singlewood
1,4,,01/08/2024,1059152,7,T1,290.0,414735,Newcastle,631571,Crooks Dreamer,Pat C Sabbath,Highview Dreamer,S Caile,Mr S Caile
1,3,,01/08/2024,1059151,6,T1,480.0,414735,Newcastle,640583,Texas Ranger,Magical Bale,Boom Time,J J Fenwick,Mr A W Brealey
1,2,,01/08/2024,1059150,5,T2,480.0,414735,Newcastle,635577,Alnwick Harry,Hiya Butt,Shellam Maeby,A Harrison,Miss A Harrison
1,6,,01/08/2024,1059149,4,T1,480.0,414735,Newcastle,594266,Classy Edge,Spoofer,Dark Sally,D Alcorn,Mr D Alcorn
1,2,,01/08/2024,1059148,3,T1,480.0,414735,Newcastle,629016,Evies Saga,Grangeview Ten,Ballymac Saga,E Y Bell,Agm
1,3,,01/08/2024,1059147,2,T3,480.0,414735,Newcastle,633976,Beechtree Jim,Broadstrand Bono,Goulane Heather,S Roberts,Mr M K Bulmer
1,3,,01/08/2024,1059146,1,T1,480.0,414735,Newcastle,638958,Alnwick News,Good News,Coolavanny Bani,A Harrison,"Mr T W Camsell,mr M R Mclaughlin,mr J Wright"
1,2,,01/08/2024,1059145,10,T1,476.0,414906,Swindon,631291,Speedy Joey,Broadstrand Bono,Distant Lucy,K R Hutton,Muttley Crew Syndicate
1,3,,01/08/2024,1059144,9,T3,476.0,414906,Swindon,627317,Hopiehopiehopie,Ballymac Anton,Ballymac Merkle,K R Hutton,Mrs A J Jeal
1,4,,01/08/2024,1059143,8,T1,476.0,414906,Swindon,636564,Union Rebel,Droopys Sydney,Union Secret,K R Hutton,"Mr P A Sandbach,mrs C J Sandbach"
1,5,,01/08/2024,1059142,7,T2,262.0,414906,Swindon,637477,Essjay Falstaff,Knocknaboul Syd,Scoobty Dorotka,F J Gray,"Mr J M Bowers,mr S J Edwards"
1,4,,01/08/2024,1059141,6,T2,262.0,414906,Swindon,624779,Mustang Ojay,Mustang Firmino,Mustang Chick,K R Hutton,"Mr A J W Davies,mr D M Slater"
1,2,,01/08/2024,1059140,5,T2,262.0,414906,Swindon,637385,Nowhere To Go,,,,
1,2,,01/08/2024,1059139,4,T2,262.0,414906,Swindon,633767,Kilbrook Turbo,Pat C Sabbath,Illa Tahin,S R Gresham,Mr S R Gresham
1,2,,01/08/2024,1059138,3,T2,262.0,414906,Swindon,634674,Chelms Weeney,Droopys Sydney,Droopys Thelma,F J Gray,Makeit Syndicate
